variant,age,time_on_site,device,converted
A,24,74.91,Desktop,1
B,56,115.49,Desktop,0
B,54,107.12,Mobile,0
B,43,105.55,Mobile,0
B,56,114.03,Mobile,0
A,18,94.42,Desktop,0
B,43,90.93,Desktop,0
A,47,117.58,Desktop,0
B,40,107.76,Desktop,0
A,51,88.39,Mobile,0
B,20,87.04,Mobile,1
B,36,76.1,Desktop,0
A,48,119.85,Mobile,0
A,56,119.74,Mobile,1
B,30,111.41,Desktop,0
B,46,103.16,Mobile,1
B,27,102.37,Mobile,0
A,34,96.48,Mobile,0
A,48,114.85,Desktop,0
A,58,132.16,Desktop,0
A,45,91.34,Mobile,0
A,25,118.95,Mobile,0
B,47,67.13,Desktop,0
B,56,137.21,Desktop,0
A,46,103.58,Mobile,0
B,30,82.42,Mobile,0
A,44,114.58,Desktop,0
A,20,141.46,Mobile,0
A,43,125.0,Mobile,1
A,45,131.75,Mobile,0
A,27,89.15,Desktop,0
B,36,127.09,Mobile,0
B,33,135.8,Mobile,0
B,59,83.74,Mobile,1
B,46,98.53,Desktop,0
A,50,109.27,Mobile,0
B,43,87.74,Mobile,0
B,38,132.49,Desktop,0
A,55,91.91,Mobile,0
B,42,96.81,Mobile,0
B,33,73.91,Desktop,1
B,56,132.4,Mobile,0
B,19,114.64,Desktop,0
A,59,100.81,Mobile,0
A,39,100.57,Mobile,0
B,19,90.51,Mobile,0
A,28,97.97,Desktop,1
B,34,118.28,Mobile,0
B,58,97.64,Desktop,0
B,45,85.7,Mobile,1
A,21,111.25,Desktop,0
A,44,66.63,Mobile,0
B,19,114.0,Desktop,0
A,53,83.24,Mobile,0
A,55,68.97,Desktop,0
A,53,101.98,Mobile,0
A,22,124.98,Mobile,0
B,45,115.82,Mobile,0
B,26,126.9,Mobile,0
B,31,83.9,Mobile,0
B,38,103.2,Desktop,0
B,29,81.24,Desktop,0
A,58,143.78,Desktop,0
A,32,127.32,Desktop,0
B,45,108.93,Mobile,0
B,28,117.83,Desktop,0
B,37,89.54,Desktop,0
B,44,108.73,Desktop,1
A,49,73.24,Desktop,0
A,30,140.1,Mobile,0
B,21,107.02,Mobile,0
B,31,101.28,Desktop,0
A,23,110.08,Desktop,0
B,20,123.93,Desktop,0
B,47,101.02,Mobile,0
B,59,92.36,Mobile,0
B,29,72.24,Desktop,0
A,23,100.36,Desktop,0
B,42,129.57,Desktop,0
A,44,135.18,Desktop,0
A,52,115.53,Desktop,0
B,52,87.31,Desktop,0
B,24,100.64,Desktop,0
B,37,136.05,Desktop,0
B,27,102.88,Mobile,0
A,28,124.73,Desktop,0
B,58,107.35,Mobile,0
B,24,89.33,Mobile,0
A,33,93.16,Mobile,1
B,20,117.61,Mobile,0
B,42,86.5,Mobile,0
A,40,119.0,Desktop,0
B,45,87.85,Desktop,0
A,38,84.74,Desktop,0
B,21,118.19,Desktop,0
A,25,81.89,Mobile,0
A,47,113.57,Desktop,0
B,53,125.1,Desktop,0
A,48,72.79,Desktop,0
B,49,106.59,Mobile,0
B,54,134.17,Desktop,0
B,53,148.95,Desktop,0
B,53,107.22,Desktop,1
B,55,92.73,Desktop,0
B,51,95.09,Desktop,0
B,47,78.94,Desktop,0
B,44,105.36,Desktop,0
A,25,104.43,Mobile,0
B,51,122.24,Mobile,0
A,32,68.83,Desktop,0
A,46,101.13,Mobile,0
A,24,117.59,Mobile,0
A,21,118.26,Mobile,0
B,58,128.23,Desktop,0
B,52,110.27,Mobile,0
A,25,84.28,Mobile,0
A,40,118.24,Mobile,0
A,48,105.85,Mobile,0
B,43,81.11,Mobile,0
B,33,129.3,Mobile,0
B,38,95.97,Desktop,0
B,30,120.95,Mobile,0
B,22,118.02,Mobile,0
A,28,81.79,Mobile,0
B,18,94.06,Mobile,0
A,27,83.0,Desktop,0
A,35,90.21,Mobile,0
A,31,87.69,Mobile,0
A,57,87.44,Mobile,0
B,59,100.38,Desktop,0
B,23,108.4,Desktop,0
B,59,127.85,Desktop,0
B,40,79.6,Desktop,0
B,44,99.8,Desktop,0
A,19,109.89,Mobile,0
B,34,148.01,Desktop,0
B,42,102.32,Desktop,0
B,46,88.85,Mobile,0
A,19,86.23,Mobile,0
A,28,81.73,Desktop,0
B,30,139.03,Desktop,1
A,32,85.04,Mobile,0
A,21,83.45,Mobile,0
A,26,113.82,Desktop,0
A,51,75.47,Desktop,0
B,51,79.34,Desktop,0
B,58,85.76,Mobile,0
A,52,102.94,Mobile,0
A,48,101.72,Mobile,0
A,50,130.15,Mobile,0
A,51,131.46,Mobile,0
A,40,92.59,Mobile,0
A,44,106.05,Desktop,0
B,55,122.89,Desktop,0
A,18,124.49,Desktop,0
B,41,80.58,Mobile,0
B,35,130.96,Desktop,1
B,31,84.74,Mobile,0
A,52,121.6,Desktop,0
A,23,82.32,Mobile,0
B,20,114.94,Desktop,0
B,49,82.65,Desktop,1
A,21,85.41,Mobile,0
A,24,100.04,Desktop,0
A,20,83.84,Desktop,0
A,20,107.44,Mobile,0
A,34,91.04,Mobile,0
B,55,60.6,Desktop,0
A,18,99.74,Mobile,0
B,19,109.53,Mobile,0
B,18,89.36,Mobile,0
B,28,101.26,Mobile,1
B,26,120.32,Mobile,0
A,22,84.81,Mobile,0
B,57,83.31,Mobile,0
B,50,39.16,Desktop,1
A,55,120.06,Mobile,0
A,55,113.52,Mobile,0
B,36,91.97,Desktop,0
A,47,137.31,Desktop,0
A,50,97.24,Desktop,0
A,55,69.56,Mobile,1
A,38,109.71,Desktop,0
A,57,116.85,Desktop,0
B,21,77.58,Desktop,0
A,39,113.18,Mobile,0
A,39,135.74,Desktop,0
A,40,95.03,Desktop,0
A,54,93.22,Desktop,0
B,26,99.16,Mobile,0
A,39,102.01,Mobile,0
B,53,130.2,Desktop,0
A,18,98.08,Mobile,0
B,29,104.57,Mobile,0
A,49,124.34,Desktop,0
A,20,72.47,Desktop,0
B,42,124.52,Mobile,0
A,36,67.82,Desktop,0
B,22,103.25,Desktop,0
A,46,81.31,Mobile,0
B,34,93.53,Mobile,0
B,39,126.29,Mobile,1
A,25,81.57,Desktop,1
B,47,111.89,Desktop,1
A,57,119.96,Mobile,0
B,38,121.36,Mobile,0
A,24,94.98,Mobile,0
B,58,77.05,Desktop,1
B,37,87.22,Mobile,1
A,30,118.36,Desktop,0
B,53,85.98,Desktop,0
A,26,105.06,Desktop,0
A,31,124.13,Desktop,0
A,33,80.45,Desktop,0
A,33,104.92,Desktop,0
A,32,127.51,Mobile,0
A,20,69.89,Desktop,0
A,22,85.39,Desktop,0
A,22,110.35,Desktop,0
A,42,117.21,Desktop,0
A,53,119.51,Desktop,0
A,44,80.81,Mobile,0
B,44,98.96,Mobile,1
A,43,68.38,Desktop,0
A,31,142.75,Desktop,0
A,18,139.01,Desktop,0
B,43,132.03,Mobile,0
A,53,96.38,Desktop,0
A,35,91.59,Desktop,0
A,40,76.86,Desktop,0
B,25,80.95,Mobile,0
A,46,107.16,Mobile,0
B,37,104.96,Mobile,1
A,34,89.76,Mobile,0
A,18,99.26,Desktop,0
B,32,88.54,Mobile,0
B,24,103.99,Mobile,0
B,31,58.17,Mobile,0
A,19,89.35,Mobile,0
B,25,105.48,Mobile,0
B,45,90.92,Mobile,0
A,27,94.8,Desktop,0
A,26,67.76,Desktop,0
A,24,69.61,Mobile,0
B,52,104.85,Desktop,0
A,53,119.76,Desktop,0
A,25,81.99,Desktop,0
B,27,91.9,Mobile,0
A,19,93.72,Desktop,0
A,40,120.04,Desktop,0
B,59,70.69,Mobile,0
B,37,82.0,Desktop,0
B,40,101.76,Mobile,0
B,39,120.39,Mobile,0
B,38,106.73,Desktop,0
A,43,106.47,Desktop,0
B,49,95.19,Mobile,0
B,59,73.85,Mobile,0
A,40,104.85,Desktop,0
B,31,115.32,Mobile,0
B,54,99.05,Mobile,0
A,47,85.46,Mobile,0
A,48,72.68,Mobile,0
A,26,129.21,Desktop,0
A,36,119.09,Mobile,0
A,59,91.86,Desktop,0
A,41,119.75,Mobile,0
B,53,90.7,Mobile,0
A,49,114.6,Desktop,0
A,18,117.16,Desktop,1
A,28,112.23,Mobile,0
A,45,85.37,Mobile,0
B,47,75.3,Desktop,0
A,42,81.67,Mobile,0
B,43,142.11,Mobile,0
B,43,67.59,Desktop,0
A,25,74.96,Mobile,0
B,58,107.18,Mobile,0
A,21,93.32,Mobile,0
B,20,112.64,Mobile,0
B,31,104.74,Mobile,1
B,25,101.67,Mobile,0
B,59,126.32,Mobile,0
A,20,108.01,Desktop,0
B,40,92.2,Desktop,0
A,34,126.52,Mobile,1
B,59,99.85,Desktop,0
A,52,85.57,Mobile,1
B,52,100.24,Mobile,1
A,35,109.48,Desktop,0
B,19,94.21,Mobile,0
A,30,112.38,Desktop,1
A,57,127.84,Mobile,0
B,18,87.4,Mobile,0
B,24,102.98,Mobile,0
B,26,112.65,Desktop,0
B,28,94.6,Desktop,1
B,55,87.18,Desktop,0
A,24,85.26,Mobile,0
A,20,92.81,Desktop,0
B,59,104.51,Mobile,0
B,22,63.96,Mobile,0
B,42,81.92,Desktop,1
B,50,154.6,Desktop,0
B,29,147.52,Mobile,0
A,27,132.25,Mobile,1
A,35,75.38,Desktop,0
A,53,83.75,Mobile,0
B,43,98.68,Mobile,0
B,47,104.93,Desktop,1
B,36,89.37,Desktop,0
A,51,85.73,Mobile,0
B,45,109.66,Desktop,0
B,41,144.96,Desktop,0
B,58,80.51,Desktop,0
A,33,109.41,Mobile,0
A,42,79.01,Desktop,1
A,54,69.22,Mobile,0
A,57,88.47,Mobile,0
A,25,122.7,Desktop,1
A,46,62.45,Mobile,1
B,56,108.04,Desktop,0
B,37,105.61,Mobile,0
B,20,116.14,Mobile,0
A,19,104.96,Desktop,1
A,56,74.89,Mobile,0
A,31,116.87,Mobile,0
A,40,126.01,Mobile,0
B,37,130.96,Mobile,0
B,51,56.59,Desktop,0
A,49,118.05,Mobile,0
A,44,96.68,Mobile,0
A,34,95.82,Desktop,0
B,27,125.91,Mobile,0
A,51,131.57,Mobile,0
B,49,95.66,Desktop,1
B,26,115.88,Mobile,0
A,26,76.45,Mobile,0
A,59,99.8,Desktop,0
A,30,92.7,Mobile,0
B,45,93.22,Desktop,0
B,48,59.51,Mobile,0
B,25,106.77,Mobile,0
B,41,100.91,Mobile,0
B,29,116.56,Mobile,0
B,51,98.6,Desktop,0
A,24,111.29,Mobile,0
A,52,78.05,Desktop,0
A,47,135.82,Desktop,0
B,53,115.65,Mobile,0
A,38,124.05,Mobile,0
A,32,104.79,Desktop,0
A,23,98.24,Mobile,1
B,33,88.65,Desktop,0
A,31,110.25,Desktop,0
A,29,97.66,Mobile,0
B,50,120.73,Mobile,0
A,34,110.51,Mobile,0
A,50,115.71,Desktop,0
B,55,99.57,Desktop,0
A,45,120.65,Mobile,0
B,59,130.49,Mobile,0
B,38,126.65,Mobile,0
A,49,111.29,Desktop,0
B,32,98.76,Desktop,0
A,42,115.16,Desktop,0
A,53,105.02,Mobile,0
A,40,120.27,Mobile,0
A,51,101.84,Desktop,1
A,29,113.7,Desktop,0
B,24,77.61,Desktop,0
B,49,108.91,Desktop,0
A,41,106.04,Desktop,0
B,40,143.99,Desktop,1
A,56,107.26,Desktop,0
A,51,91.4,Mobile,0
A,22,88.49,Mobile,0
A,49,85.36,Mobile,0
B,30,96.06,Desktop,0
A,49,128.28,Desktop,0
A,28,98.28,Desktop,0
A,25,112.61,Mobile,0
A,49,134.57,Desktop,0
B,35,85.88,Desktop,0
A,36,102.62,Desktop,0
B,24,76.93,Mobile,0
B,35,56.54,Mobile,0
B,55,73.7,Mobile,0
B,58,134.92,Desktop,0
A,34,75.71,Desktop,0
B,52,84.72,Desktop,0
B,26,93.34,Desktop,0
B,54,107.85,Desktop,0
B,26,88.3,Desktop,0
B,32,130.86,Mobile,0
A,39,119.55,Desktop,0
A,50,76.56,Mobile,0
B,50,93.78,Desktop,0
B,44,68.79,Mobile,1
A,49,132.3,Desktop,0
B,50,124.53,Mobile,0
A,50,141.91,Mobile,0
B,41,73.12,Desktop,0
B,23,115.82,Mobile,0
A,18,100.4,Mobile,0
B,26,115.28,Mobile,0
B,40,96.19,Mobile,0
A,25,99.14,Desktop,0
B,46,91.62,Desktop,1
A,35,105.33,Mobile,0
B,51,117.54,Desktop,0
A,25,106.16,Mobile,0
B,27,120.49,Desktop,0
A,52,111.33,Desktop,0
A,33,95.89,Mobile,0
A,41,157.08,Desktop,0
B,25,116.66,Mobile,0
B,28,110.54,Desktop,1
A,22,107.82,Mobile,0
B,41,97.84,Mobile,0
A,53,75.23,Desktop,0
B,22,103.97,Desktop,1
A,55,71.02,Mobile,0
B,47,98.49,Desktop,0
B,28,90.99,Desktop,0
B,55,83.05,Mobile,0
B,43,138.8,Mobile,0
B,56,62.76,Desktop,0
B,20,101.51,Mobile,0
B,57,84.08,Desktop,0
B,54,102.6,Desktop,0
A,58,116.48,Desktop,0
A,30,94.51,Mobile,1
A,31,93.98,Mobile,0
B,43,140.17,Desktop,0
B,27,95.86,Mobile,0
A,40,115.57,Mobile,1
A,28,51.85,Desktop,0
A,21,99.84,Desktop,0
A,30,97.81,Desktop,0
A,48,101.64,Mobile,0
A,35,94.21,Mobile,0
A,58,94.08,Mobile,0
A,51,114.32,Mobile,0
A,31,92.04,Desktop,0
A,42,87.85,Desktop,0
B,42,108.6,Desktop,0
B,19,102.78,Mobile,0
B,35,105.59,Desktop,0
A,35,60.99,Mobile,0
A,59,102.9,Mobile,0
B,40,97.28,Desktop,0
B,19,67.35,Desktop,1
A,38,104.19,Mobile,0
B,18,70.23,Desktop,0
B,46,114.72,Mobile,0
B,49,123.86,Desktop,0
B,53,124.5,Desktop,1
B,30,94.52,Desktop,0
B,30,90.17,Mobile,0
B,20,104.82,Mobile,0
B,47,102.26,Desktop,1
B,55,123.0,Desktop,0
A,42,141.86,Desktop,0
B,53,65.67,Desktop,1
A,31,103.48,Desktop,0
A,51,86.05,Desktop,1
A,39,103.02,Desktop,0
B,18,76.88,Mobile,0
B,40,142.82,Mobile,0
B,43,89.39,Desktop,0
B,38,83.56,Mobile,0
B,22,86.49,Mobile,0
B,23,85.97,Mobile,0
B,37,79.68,Mobile,0
B,53,98.28,Desktop,0
B,38,108.41,Desktop,0
A,52,58.81,Desktop,0
B,31,115.73,Mobile,0
B,57,87.41,Desktop,0
B,42,144.33,Desktop,1
A,34,106.91,Desktop,0
B,56,62.99,Mobile,0
B,20,82.9,Mobile,0
A,56,103.37,Desktop,0
B,27,109.64,Desktop,0
A,23,91.53,Mobile,0
A,29,84.72,Mobile,0
B,54,97.49,Desktop,0
B,45,75.45,Mobile,0
A,53,137.28,Desktop,0
B,18,93.88,Desktop,0
A,55,116.67,Desktop,0
B,48,78.46,Mobile,0
A,34,114.67,Desktop,1
B,39,64.97,Desktop,0
A,51,96.15,Desktop,0
A,51,101.13,Desktop,1
A,46,91.28,Mobile,0
B,39,119.19,Mobile,0
A,52,134.45,Desktop,0
B,55,79.68,Desktop,0
B,33,107.9,Mobile,0
A,48,114.32,Desktop,0
A,52,87.68,Mobile,1
B,27,106.28,Mobile,0
A,23,87.55,Mobile,0
A,36,91.7,Mobile,0
B,29,122.22,Desktop,0
A,44,126.0,Mobile,0
B,50,91.71,Mobile,0
A,43,51.13,Mobile,0
A,54,130.3,Desktop,1
B,41,113.58,Mobile,0
A,48,104.12,Desktop,0
B,19,82.95,Mobile,0
A,39,98.36,Desktop,0
A,35,108.27,Mobile,0
B,37,95.58,Desktop,0
B,58,71.31,Desktop,0
B,35,103.02,Mobile,0
B,46,92.3,Desktop,0
B,42,62.27,Mobile,0
A,28,99.16,Mobile,1
B,53,105.83,Desktop,0
B,29,110.83,Mobile,0
B,25,77.48,Desktop,0
B,45,130.98,Mobile,0
B,20,96.99,Mobile,1
B,50,112.15,Mobile,0
B,57,110.34,Mobile,0
A,28,97.51,Desktop,0
B,37,137.53,Mobile,0
A,47,95.61,Desktop,0
A,45,103.71,Mobile,0
A,49,97.41,Mobile,0
A,32,129.27,Desktop,0
B,33,81.56,Desktop,1
B,22,104.97,Desktop,0
A,21,99.19,Desktop,0
B,44,108.32,Desktop,0
A,21,106.79,Desktop,0
A,34,73.93,Desktop,0
A,31,93.12,Desktop,0
A,18,84.97,Mobile,0
A,26,117.7,Desktop,0
B,48,74.4,Desktop,0
B,29,106.23,Desktop,1
B,25,131.54,Mobile,0
B,52,87.54,Mobile,1
B,56,73.86,Desktop,0
A,40,115.9,Mobile,0
B,18,69.17,Desktop,0
A,18,89.36,Desktop,0
B,31,79.84,Mobile,0
A,56,109.22,Mobile,0
A,56,106.09,Mobile,0
A,49,103.2,Desktop,0
A,54,94.66,Mobile,0
A,45,94.79,Desktop,1
A,53,102.89,Mobile,0
B,50,94.99,Desktop,1
B,44,79.09,Desktop,0
A,50,136.51,Mobile,1
A,20,67.99,Mobile,0
B,37,103.02,Desktop,0
A,52,103.89,Desktop,0
B,54,120.66,Desktop,0
A,31,105.72,Desktop,0
B,28,151.69,Desktop,0
A,58,99.72,Desktop,0
B,19,110.57,Mobile,0
B,21,108.55,Desktop,0
B,27,94.98,Desktop,0
A,24,90.45,Mobile,0
B,36,86.36,Desktop,0
B,24,109.71,Mobile,0
A,44,130.45,Mobile,0
A,51,111.54,Mobile,0
A,22,92.12,Desktop,0
B,57,116.35,Desktop,0
A,47,80.18,Mobile,0
B,57,123.23,Mobile,1
B,58,89.74,Mobile,0
B,43,70.17,Mobile,0
B,26,96.67,Mobile,1
B,52,106.14,Desktop,0
A,23,95.59,Mobile,0
A,42,121.53,Mobile,0
A,27,102.69,Desktop,0
A,36,94.99,Mobile,0
A,52,88.35,Desktop,0
A,56,103.95,Desktop,0
A,43,115.79,Mobile,1
B,52,126.12,Desktop,1
B,20,109.61,Desktop,0
B,22,124.46,Desktop,0
B,26,64.48,Mobile,0
B,46,92.32,Mobile,1
A,51,87.05,Desktop,0
A,37,92.51,Mobile,0
A,33,98.73,Desktop,0
B,50,120.64,Desktop,1
A,57,74.27,Mobile,0
B,39,91.77,Mobile,0
B,32,136.55,Desktop,0
A,53,89.93,Desktop,0
B,39,88.84,Desktop,0
B,51,120.24,Desktop,0
A,42,99.03,Desktop,0
A,45,120.7,Mobile,0
A,51,121.71,Mobile,0
A,38,102.25,Desktop,0
B,44,80.28,Desktop,0
A,18,100.66,Desktop,0
A,46,107.19,Mobile,1
A,49,106.5,Mobile,0
A,30,74.2,Desktop,0
B,30,47.41,Mobile,0
B,53,94.4,Desktop,1
B,30,95.37,Desktop,0
A,22,104.04,Desktop,0
A,27,96.65,Desktop,0
B,31,97.69,Desktop,0
B,34,104.98,Desktop,0
A,19,89.32,Desktop,0
B,51,81.1,Mobile,0
A,33,118.47,Mobile,0
A,42,81.1,Mobile,0
B,24,62.76,Mobile,0
B,51,103.69,Desktop,0
A,39,62.3,Mobile,0
A,43,100.89,Mobile,0
B,37,90.27,Desktop,0
B,59,49.65,Desktop,0
B,18,97.87,Mobile,0
A,26,93.21,Mobile,0
B,39,145.03,Desktop,0
B,48,72.38,Desktop,0
B,34,89.55,Mobile,0
A,19,85.75,Desktop,0
A,33,115.68,Mobile,1
A,27,100.72,Desktop,0
A,27,108.57,Mobile,1
A,42,89.37,Desktop,0
B,52,124.54,Desktop,0
A,32,97.28,Mobile,0
B,36,98.66,Desktop,0
A,21,112.03,Desktop,1
A,39,75.38,Desktop,0
A,53,111.9,Mobile,0
B,39,94.35,Mobile,0
A,36,73.47,Mobile,0
B,26,122.5,Mobile,1
B,28,64.17,Mobile,0
A,25,84.79,Mobile,0
B,18,108.51,Desktop,1
B,39,102.84,Mobile,0
A,19,83.65,Desktop,0
B,32,115.16,Mobile,0
A,46,109.52,Desktop,0
A,32,85.77,Desktop,0
B,35,98.75,Mobile,0
B,27,95.0,Desktop,0
B,36,109.8,Mobile,0
B,27,105.28,Mobile,0
A,44,110.23,Desktop,0
A,39,103.56,Mobile,0
B,47,98.91,Mobile,0
A,42,128.8,Mobile,0
B,32,99.64,Mobile,0
A,20,54.66,Desktop,0
B,26,97.54,Mobile,1
B,51,112.62,Mobile,0
B,50,138.68,Mobile,0
B,40,97.4,Desktop,0
A,27,101.12,Desktop,0
A,51,107.0,Mobile,0
B,56,56.55,Mobile,0
B,18,98.07,Desktop,0
A,25,94.71,Mobile,0
B,56,120.68,Mobile,1
A,31,72.16,Mobile,0
B,20,113.38,Mobile,0
B,29,107.92,Mobile,0
A,31,90.0,Desktop,0
A,35,94.97,Desktop,0
A,51,105.81,Desktop,0
A,26,113.8,Mobile,0
B,19,126.25,Desktop,1
B,32,143.18,Desktop,0
A,26,83.94,Mobile,1
A,28,105.6,Desktop,0
B,38,71.06,Desktop,1
B,18,110.93,Desktop,0
B,37,79.15,Desktop,0
A,43,89.66,Desktop,0
A,26,90.28,Mobile,0
B,33,112.31,Desktop,0
A,43,115.14,Desktop,0
B,25,104.0,Mobile,1
B,44,42.01,Desktop,0
A,27,91.35,Mobile,0
B,32,61.9,Mobile,1
A,36,115.55,Desktop,0
B,41,95.34,Mobile,0
B,30,88.99,Mobile,0
A,24,102.28,Desktop,0
B,24,81.24,Mobile,0
B,53,107.89,Mobile,0
B,45,104.76,Desktop,0
B,53,113.64,Mobile,0
B,32,151.7,Desktop,0
B,52,114.02,Desktop,0
B,29,108.27,Mobile,0
A,45,105.9,Mobile,0
B,48,106.47,Desktop,0
A,48,88.4,Mobile,0
B,29,107.26,Desktop,0
A,34,95.71,Desktop,1
B,21,144.86,Mobile,0
A,28,108.91,Desktop,1
B,50,106.37,Desktop,0
A,57,98.4,Desktop,0
B,40,104.23,Mobile,0
B,31,108.13,Mobile,0
B,28,119.3,Mobile,0
B,39,95.95,Mobile,0
B,58,109.43,Mobile,0
B,59,130.35,Desktop,1
B,26,100.68,Desktop,0
A,53,116.08,Desktop,0
A,39,113.5,Mobile,0
B,48,84.14,Mobile,0
A,48,90.82,Desktop,0
A,57,121.57,Desktop,0
B,23,86.81,Desktop,0
A,37,141.07,Mobile,0
B,26,101.99,Mobile,0
B,57,71.12,Desktop,0
B,37,106.96,Desktop,0
A,37,147.76,Mobile,0
B,53,86.65,Mobile,0
A,18,116.38,Desktop,1
B,52,134.85,Desktop,0
B,58,83.2,Mobile,1
A,28,122.32,Mobile,0
B,20,89.23,Desktop,0
B,23,104.53,Desktop,0
B,38,69.42,Mobile,0
A,26,133.14,Desktop,1
B,37,83.83,Mobile,0
A,36,91.26,Desktop,0
B,43,102.5,Mobile,0
A,31,106.08,Desktop,0
A,41,115.67,Mobile,0
B,20,109.35,Mobile,0
A,45,90.87,Desktop,0
B,56,100.17,Desktop,1
B,18,103.99,Desktop,0
B,26,81.26,Mobile,0
A,18,91.01,Desktop,0
A,48,143.25,Mobile,1
A,28,91.86,Desktop,1
B,53,102.97,Mobile,0
B,47,83.35,Mobile,0
B,41,81.0,Mobile,0
B,55,95.99,Mobile,0
A,44,43.5,Mobile,1
A,40,110.72,Desktop,0
A,51,122.89,Desktop,1
A,52,86.09,Mobile,0
A,24,102.83,Mobile,0
A,25,97.23,Desktop,1
A,44,111.88,Desktop,0
A,44,81.2,Desktop,1
B,26,128.9,Mobile,0
B,23,79.44,Mobile,1
A,19,126.92,Mobile,0
A,26,88.09,Mobile,0
A,23,97.99,Mobile,0
B,28,100.38,Desktop,1
A,18,88.24,Desktop,0
A,52,130.72,Desktop,0
A,27,102.41,Desktop,0
A,37,109.89,Desktop,0
A,59,128.69,Desktop,0
A,36,110.26,Mobile,0
B,28,96.23,Desktop,0
B,44,75.05,Desktop,1
B,46,114.66,Mobile,0
B,37,54.89,Mobile,0
B,25,114.22,Desktop,0
B,30,90.21,Mobile,1
A,25,105.99,Desktop,0
B,36,116.3,Mobile,0
A,50,66.39,Mobile,0
B,58,122.86,Mobile,1
A,56,82.13,Mobile,0
B,41,95.39,Desktop,0
A,50,88.39,Desktop,0
B,53,98.32,Mobile,0
B,20,98.82,Mobile,0
A,20,94.27,Mobile,0
B,18,108.68,Mobile,0
B,44,79.44,Mobile,0
B,56,117.84,Mobile,0
A,52,107.9,Mobile,0
A,51,93.13,Desktop,0
A,43,114.41,Desktop,0
A,48,133.06,Mobile,0
B,45,122.62,Desktop,0
A,53,79.53,Desktop,0
B,33,120.47,Mobile,0
B,37,127.3,Desktop,0
B,26,74.22,Desktop,0
B,49,71.99,Mobile,0
A,18,105.03,Desktop,0
B,18,74.84,Desktop,0
B,50,128.78,Desktop,0
B,41,118.38,Mobile,0
A,54,128.54,Desktop,0
B,19,87.59,Desktop,0
B,47,128.85,Mobile,0
B,35,101.11,Mobile,0
B,45,89.33,Desktop,1
B,32,78.42,Mobile,0
A,52,103.27,Desktop,0
A,31,80.7,Mobile,0
B,19,81.52,Desktop,0
B,19,95.48,Mobile,0
B,59,117.76,Mobile,0
A,41,117.85,Desktop,0
B,28,123.89,Desktop,0
B,36,75.24,Mobile,0
B,18,139.91,Mobile,0
B,45,120.78,Mobile,0
B,44,115.45,Desktop,0
B,29,96.63,Mobile,1
A,50,113.26,Desktop,0
B,56,82.41,Mobile,0
B,34,98.56,Desktop,0
B,31,131.92,Desktop,0
A,47,89.42,Mobile,0
B,43,48.19,Mobile,0
A,33,109.76,Desktop,0
A,49,131.46,Mobile,0
A,24,96.23,Mobile,0
B,41,82.12,Desktop,0
B,18,110.98,Mobile,0
A,38,61.62,Mobile,0
B,43,104.49,Mobile,1
B,47,115.09,Mobile,1
B,43,70.29,Mobile,0
A,52,80.48,Mobile,0
A,47,79.98,Mobile,0
B,55,85.58,Desktop,1
B,56,91.9,Mobile,0
B,40,104.52,Mobile,0
A,53,103.32,Mobile,0
B,28,127.23,Desktop,0
A,31,78.03,Desktop,0
A,29,72.82,Desktop,1
A,47,120.67,Mobile,0
B,32,93.95,Desktop,1
B,55,91.97,Desktop,0
A,42,137.36,Desktop,0
B,20,103.29,Mobile,0
B,20,73.12,Mobile,0
B,40,133.25,Desktop,0
A,27,106.96,Mobile,0
B,43,95.26,Mobile,1
B,50,76.23,Mobile,0
A,46,119.19,Mobile,0
A,18,108.06,Mobile,0
A,37,107.54,Desktop,0
B,25,93.58,Mobile,0
B,57,82.91,Desktop,1
B,45,112.72,Desktop,0
A,48,118.93,Mobile,0
B,32,111.76,Desktop,0
A,29,97.57,Mobile,0
B,52,100.19,Mobile,1
B,22,90.17,Desktop,0
B,18,100.3,Mobile,0
B,47,121.9,Mobile,0
B,52,112.25,Mobile,0
A,20,72.53,Mobile,1
B,36,118.7,Desktop,0
B,22,105.92,Desktop,1
A,30,90.22,Mobile,0
B,22,115.42,Desktop,0
A,57,85.83,Desktop,0
B,22,82.74,Desktop,0
A,55,105.82,Desktop,0
A,21,99.42,Desktop,0
A,31,98.5,Mobile,0
B,33,104.67,Desktop,0
A,18,126.21,Desktop,0
B,27,90.74,Mobile,0
B,56,121.24,Mobile,1
A,35,82.19,Mobile,0
A,33,130.49,Desktop,0
B,58,122.48,Mobile,0
A,48,99.84,Desktop,0
A,29,91.91,Mobile,0
B,33,100.51,Mobile,0
A,41,98.02,Mobile,0
A,38,122.95,Mobile,0
A,33,102.57,Mobile,0
A,42,51.02,Desktop,0
B,38,74.97,Desktop,0
A,21,88.17,Desktop,0
B,55,129.54,Desktop,0
B,41,92.32,Mobile,0
B,23,76.31,Mobile,0
A,58,75.42,Desktop,0
B,24,109.25,Mobile,0
B,21,113.18,Mobile,0
A,53,115.03,Desktop,0
B,48,93.55,Mobile,0
A,42,70.52,Mobile,0
A,31,82.0,Mobile,0
B,53,139.86,Desktop,1
A,22,112.43,Desktop,0
B,29,126.91,Desktop,0
A,21,111.88,Desktop,0
B,47,89.8,Desktop,0
B,46,126.98,Desktop,0
A,46,95.41,Mobile,0
B,39,74.83,Desktop,0
B,53,106.29,Mobile,0
